期号,日期,红球,蓝球,红球_1,红球_2,红球_3,红球_4,红球_5,蓝球_1,蓝球_2,red_sum,red_span,red_odd_count,red_even_count,blue_sum,blue_span,blue_odd_count,blue_even_count,red_zone1_count,red_zone2_count,red_zone3_count,blue_big_count,blue_small_count
16031,2016-03-19,"03,14,24,27,29","04,11",3,14,24,27,29,4,11,97,26,3,2,15,7,1,1,1,2,2,1,1
16032,2016-03-21,"05,09,14,20,33","05,12",5,9,14,20,33,5,12,81,28,3,2,17,7,1,1,2,2,1,1,1
16033,2016-03-23,"03,14,15,31,35","09,10",3,14,15,31,35,9,10,98,32,4,1,19,1,1,1,1,2,2,2,0
16034,2016-03-26,"14,18,31,32,35","09,10",14,18,31,32,35,9,10,130,21,2,3,19,1,1,1,0,2,3,2,0
16035,2016-03-28,"17,22,24,25,29","09,12",17,22,24,25,29,9,12,117,12,3,2,21,3,1,1,0,3,2,2,0
16036,2016-03-30,"07,15,26,30,31","03,06",7,15,26,30,31,3,6,109,24,3,2,9,3,1,1,1,1,3,0,2
16037,2016-04-02,"03,05,13,24,34","03,05",3,5,13,24,34,3,5,79,31,3,2,8,2,2,0,2,2,1,0,2
16038,2016-04-04,"03,07,09,15,33","05,12",3,7,9,15,33,5,12,67,30,5,0,17,7,1,1,3,1,1,1,1
16039,2016-04-06,"01,08,16,22,28","04,05",1,8,16,22,28,4,5,75,27,1,4,9,1,1,1,2,2,1,0,2
16040,2016-04-09,"20,22,29,30,35","01,06",20,22,29,30,35,1,6,136,15,2,3,7,5,1,1,0,2,3,0,2
16041,2016-04-11,"12,23,24,27,34","03,06",12,23,24,27,34,3,6,120,22,2,3,9,3,1,1,1,2,2,0,2
16042,2016-04-13,"02,06,08,19,24","01,06",2,6,8,19,24,1,6,59,22,1,4,7,5,1,1,3,2,0,0,2
16043,2016-04-16,"01,09,16,33,34","09,12",1,9,16,33,34,9,12,93,33,3,2,21,3,1,1,2,1,2,2,0
16044,2016-04-18,"01,06,10,20,31","05,11",1,6,10,20,31,5,11,68,30,2,3,16,6,2,0,3,1,1,1,1
16045,2016-04-20,"07,11,25,30,33","02,08",7,11,25,30,33,2,8,106,26,4,1,10,6,0,2,2,0,3,1,1
16046,2016-04-23,"03,19,22,32,34","08,12",3,19,22,32,34,8,12,110,31,2,3,20,4,0,2,1,2,2,2,0
16047,2016-04-25,"02,03,23,29,32","05,09",2,3,23,29,32,5,9,89,30,3,2,14,4,2,0,2,1,2,1,1
16048,2016-04-27,"04,12,17,25,27","04,10",4,12,17,25,27,4,10,85,23,3,2,14,6,0,2,2,1,2,1,1
16049,2016-04-30,"03,04,05,27,33","04,09",3,4,5,27,33,4,9,72,30,4,1,13,5,1,1,3,0,2,1,1
16050,2016-05-02,"07,17,21,29,35","04,05",7,17,21,29,35,4,5,109,28,5,0,9,1,1,1,1,2,2,0,2
16051,2016-05-04,"16,21,23,24,32","07,08",16,21,23,24,32,7,8,116,16,2,3,15,1,1,1,0,4,1,2,0
16052,2016-05-07,"08,14,19,20,33","10,11",8,14,19,20,33,10,11,94,25,2,3,21,1,1,1,1,3,1,2,0
16053,2016-05-09,"04,13,15,30,35","03,05",4,13,15,30,35,3,5,97,31,3,2,8,2,2,0,1,2,2,0,2
16054,2016-05-11,"02,05,09,21,30","06,07",2,5,9,21,30,6,7,67,28,3,2,13,1,1,1,3,1,1,1,1
16055,2016-05-14,"06,21,27,30,34","04,09",6,21,27,30,34,4,9,118,28,2,3,13,5,1,1,1,1,3,1,1
16056,2016-05-16,"10,12,14,31,35","04,05",10,12,14,31,35,4,5,102,25,2,3,9,1,1,1,2,1,2,0,2
16057,2016-05-18,"08,17,19,23,30","03,08",8,17,19,23,30,3,8,97,22,3,2,11,5,1,1,1,3,1,1,1
16058,2016-05-21,"02,15,17,23,28","05,09",2,15,17,23,28,5,9,85,26,3,2,14,4,2,0,1,3,1,1,1
16059,2016-05-23,"02,10,27,28,33","05,07",2,10,27,28,33,5,7,100,31,2,3,12,2,2,0,2,0,3,1,1
16060,2016-05-25,"02,06,22,27,34","08,11",2,6,22,27,34,8,11,91,32,1,4,19,3,1,1,2,1,2,2,0
16061,2016-05-28,"09,15,17,21,23","07,12",9,15,17,21,23,7,12,85,14,5,0,19,5,1,1,1,4,0,2,0
16062,2016-05-30,"02,10,14,15,35","01,09",2,10,14,15,35,1,9,76,33,2,3,10,8,2,0,2,2,1,1,1
16063,2016-06-01,"08,12,22,27,35","05,09",8,12,22,27,35,5,9,104,27,2,3,14,4,2,0,2,1,2,1,1
16064,2016-06-04,"01,02,10,18,35","05,11",1,2,10,18,35,5,11,66,34,2,3,16,6,2,0,3,1,1,1,1
16065,2016-06-06,"01,09,18,22,24","11,12",1,9,18,22,24,11,12,74,23,2,3,23,1,1,1,2,3,0,2,0
16066,2016-06-08,"10,28,29,31,33","05,11",10,28,29,31,33,5,11,131,23,3,2,16,6,2,0,1,0,4,1,1
16067,2016-06-11,"02,08,11,13,19","02,08",2,8,11,13,19,2,8,53,17,3,2,10,6,0,2,3,2,0,1,1
16068,2016-06-13,"05,07,22,26,34","07,12",5,7,22,26,34,7,12,94,29,2,3,19,5,1,1,2,1,2,2,0
16069,2016-06-15,"14,17,19,23,30","02,09",14,17,19,23,30,2,9,103,16,3,2,11,7,1,1,0,4,1,1,1
16070,2016-06-18,"02,09,13,19,23","05,07",2,9,13,19,23,5,7,66,21,4,1,12,2,2,0,2,3,0,1,1
16071,2016-06-20,"08,15,19,20,33","07,12",8,15,19,20,33,7,12,95,25,3,2,19,5,1,1,1,3,1,2,0
16072,2016-06-22,"16,20,24,26,31","04,09",16,20,24,26,31,4,9,117,15,1,4,13,5,1,1,0,3,2,1,1
16073,2016-06-25,"07,14,17,24,27","08,10",7,14,17,24,27,8,10,89,20,3,2,18,2,0,2,1,3,1,2,0
16074,2016-06-27,"01,05,07,11,14","03,08",1,5,7,11,14,3,8,38,13,4,1,11,5,1,1,4,1,0,1,1
16075,2016-06-29,"03,07,17,22,31","08,12",3,7,17,22,31,8,12,80,28,4,1,20,4,0,2,2,2,1,2,0
16076,2016-07-02,"03,08,10,17,31","05,06",3,8,10,17,31,5,6,69,28,3,2,11,1,1,1,3,1,1,0,2
16077,2016-07-04,"09,11,14,16,35","02,05",9,11,14,16,35,2,5,85,26,3,2,7,3,1,1,2,2,1,0,2
16078,2016-07-06,"07,18,29,31,35","05,11",7,18,29,31,35,5,11,120,28,4,1,16,6,2,0,1,1,3,1,1
16079,2016-07-09,"07,14,15,20,27","05,10",7,14,15,20,27,5,10,83,20,3,2,15,5,1,1,1,3,1,1,1
16080,2016-07-11,"15,20,29,30,33","07,12",15,20,29,30,33,7,12,127,18,3,2,19,5,1,1,0,2,3,2,0
16081,2016-07-13,"06,07,18,21,33","03,08",6,7,18,21,33,3,8,85,27,3,2,11,5,1,1,2,2,1,1,1
16082,2016-07-16,"03,08,23,28,29","02,07",3,8,23,28,29,2,7,91,26,3,2,9,5,1,1,2,1,2,1,1
16083,2016-07-18,"01,05,09,33,35","01,05",1,5,9,33,35,1,5,83,34,5,0,6,4,2,0,3,0,2,0,2
16084,2016-07-20,"08,12,15,26,35","01,08",8,12,15,26,35,1,8,96,27,2,3,9,7,1,1,2,1,2,1,1
16085,2016-07-23,"14,15,27,31,32","01,07",14,15,27,31,32,1,7,119,18,3,2,8,6,2,0,0,2,3,1,1
16086,2016-07-25,"03,05,22,25,30","07,09",3,5,22,25,30,7,9,85,27,3,2,16,2,2,0,2,1,2,2,0
16087,2016-07-27,"03,16,17,23,25","07,09",3,16,17,23,25,7,9,84,22,4,1,16,2,2,0,1,3,1,2,0
16088,2016-07-30,"04,06,17,21,30","06,11",4,6,17,21,30,6,11,78,26,2,3,17,5,1,1,2,2,1,1,1
16089,2016-08-01,"07,14,17,28,34","07,10",7,14,17,28,34,7,10,100,27,2,3,17,3,1,1,1,2,2,2,0
16090,2016-08-03,"04,06,08,28,32","07,12",4,6,8,28,32,7,12,78,28,0,5,19,5,1,1,3,0,2,2,0
16091,2016-08-06,"08,13,17,21,22","02,08",8,13,17,21,22,2,8,81,14,3,2,10,6,0,2,1,4,0,1,1
16092,2016-08-08,"02,13,31,33,34","07,11",2,13,31,33,34,7,11,113,32,3,2,18,4,2,0,1,1,3,2,0
16093,2016-08-10,"01,08,14,30,35","06,07",1,8,14,30,35,6,7,88,34,2,3,13,1,1,1,2,1,2,1,1
16094,2016-08-13,"01,14,16,17,18","05,07",1,14,16,17,18,5,7,66,17,2,3,12,2,2,0,1,4,0,1,1
16095,2016-08-15,"08,12,18,19,21","03,06",8,12,18,19,21,3,6,78,13,2,3,9,3,1,1,2,3,0,0,2
16096,2016-08-17,"01,06,08,12,21","05,10",1,6,8,12,21,5,10,48,20,2,3,15,5,1,1,4,1,0,1,1
16097,2016-08-20,"06,08,18,31,33","10,12",6,8,18,31,33,10,12,96,27,2,3,22,2,0,2,2,1,2,2,0
16098,2016-08-22,"08,09,11,20,29","04,05",8,9,11,20,29,4,5,77,21,3,2,9,1,1,1,3,1,1,0,2
16099,2016-08-24,"03,04,12,14,27","01,05",3,4,12,14,27,1,5,60,24,2,3,6,4,2,0,3,1,1,0,2
16100,2016-08-27,"08,12,19,26,30","02,12",8,12,19,26,30,2,12,95,22,1,4,14,10,0,2,2,1,2,1,1
16101,2016-08-29,"04,06,28,33,35","07,12",4,6,28,33,35,7,12,106,31,2,3,19,5,1,1,2,0,3,2,0
16102,2016-08-31,"03,05,06,34,35","03,12",3,5,6,34,35,3,12,83,32,3,2,15,9,1,1,3,0,2,1,1
16103,2016-09-03,"05,14,20,23,29","03,11",5,14,20,23,29,3,11,91,24,3,2,14,8,2,0,1,3,1,1,1
16104,2016-09-05,"01,20,22,23,30","06,07",1,20,22,23,30,6,7,96,29,2,3,13,1,1,1,1,3,1,1,1
16105,2016-09-07,"08,11,31,34,35","01,02",8,11,31,34,35,1,2,119,27,3,2,3,1,1,1,2,0,3,0,2
16106,2016-09-10,"03,21,30,33,35","01,04",3,21,30,33,35,1,4,122,32,4,1,5,3,1,1,1,1,3,0,2
16107,2016-09-12,"02,06,19,24,26","04,06",2,6,19,24,26,4,6,77,24,1,4,10,2,0,2,2,2,1,0,2
16108,2016-09-14,"10,17,22,23,25","07,09",10,17,22,23,25,7,9,97,15,3,2,16,2,2,0,1,3,1,2,0
16109,2016-09-17,"03,25,28,31,34","11,12",3,25,28,31,34,11,12,121,31,3,2,23,1,1,1,1,0,4,2,0
16110,2016-09-19,"07,20,21,23,30","07,10",7,20,21,23,30,7,10,101,23,3,2,17,3,1,1,1,3,1,2,0
16111,2016-09-21,"04,09,22,26,27","02,12",4,9,22,26,27,2,12,88,23,2,3,14,10,0,2,2,1,2,1,1
16112,2016-09-24,"07,22,23,31,32","04,05",7,22,23,31,32,4,5,115,25,3,2,9,1,1,1,1,2,2,0,2
16113,2016-09-26,"10,11,17,30,34","03,12",10,11,17,30,34,3,12,102,24,2,3,15,9,1,1,2,1,2,1,1
16114,2016-09-28,"16,17,20,32,33","03,07",16,17,20,32,33,3,7,118,17,2,3,10,4,2,0,0,3,2,1,1
16115,2016-10-01,"01,04,15,31,34","02,11",1,4,15,31,34,2,11,85,33,3,2,13,9,1,1,2,1,2,1,1
16116,2016-10-03,"04,06,08,19,34","10,12",4,6,8,19,34,10,12,71,30,1,4,22,2,0,2,3,1,1,2,0
16117,2016-10-05,"03,09,14,16,23","02,09",3,9,14,16,23,2,9,65,20,3,2,11,7,1,1,2,3,0,1,1
16118,2016-10-08,"12,15,18,24,29","03,11",12,15,18,24,29,3,11,98,17,2,3,14,8,2,0,1,3,1,1,1
16119,2016-10-10,"02,03,09,21,22","05,10",2,3,9,21,22,5,10,57,20,3,2,15,5,1,1,3,2,0,1,1
16120,2016-10-12,"03,10,20,32,34","04,07",3,10,20,32,34,4,7,99,31,1,4,11,3,1,1,2,1,2,1,1
16121,2016-10-15,"04,05,08,15,20","01,06",4,5,8,15,20,1,6,52,16,2,3,7,5,1,1,3,2,0,0,2
16122,2016-10-17,"01,03,12,14,29","02,06",1,3,12,14,29,2,6,59,28,3,2,8,4,0,2,3,1,1,0,2
16123,2016-10-19,"04,05,13,20,32","01,10",4,5,13,20,32,1,10,74,28,2,3,11,9,1,1,2,2,1,1,1
16124,2016-10-22,"04,13,24,26,29","08,11",4,13,24,26,29,8,11,96,25,2,3,19,3,1,1,1,2,2,2,0
16125,2016-10-24,"06,07,08,28,30","01,02",6,7,8,28,30,1,2,79,24,1,4,3,1,1,1,3,0,2,0,2
16126,2016-10-26,"11,13,16,19,24","06,08",11,13,16,19,24,6,8,83,13,3,2,14,2,0,2,1,4,0,1,1
16127,2016-10-29,"01,05,15,24,26","09,10",1,5,15,24,26,9,10,71,25,3,2,19,1,1,1,2,2,1,2,0
16128,2016-10-31,"17,20,22,30,33","07,08",17,20,22,30,33,7,8,122,16,2,3,15,1,1,1,0,3,2,2,0
16129,2016-11-02,"07,08,19,30,35","08,09",7,8,19,30,35,8,9,99,28,3,2,17,1,1,1,2,1,2,2,0
16130,2016-11-05,"11,23,32,33,34","01,12",11,23,32,33,34,1,12,133,23,3,2,13,11,1,1,1,1,3,1,1
16131,2016-11-07,"06,13,25,28,30","02,07",6,13,25,28,30,2,7,102,24,2,3,9,5,1,1,1,1,3,1,1
16132,2016-11-09,"04,18,19,22,35","01,02",4,18,19,22,35,1,2,98,31,2,3,3,1,1,1,1,3,1,0,2
16133,2016-11-12,"01,04,05,23,28","05,09",1,4,5,23,28,5,9,61,27,3,2,14,4,2,0,3,1,1,1,1
16134,2016-11-14,"01,03,31,32,34","02,07",1,3,31,32,34,2,7,101,33,3,2,9,5,1,1,2,0,3,1,1
16135,2016-11-16,"01,10,12,18,35","01,12",1,10,12,18,35,1,12,76,34,2,3,13,11,1,1,3,1,1,1,1
16136,2016-11-19,"05,06,07,19,23","04,11",5,6,7,19,23,4,11,60,18,4,1,15,7,1,1,3,2,0,1,1
16137,2016-11-21,"07,20,23,29,34","02,10",7,20,23,29,34,2,10,113,27,3,2,12,8,0,2,1,2,2,1,1
16138,2016-11-23,"12,13,16,29,35","05,11",12,13,16,29,35,5,11,105,23,3,2,16,6,2,0,1,2,2,1,1
16139,2016-11-26,"13,21,30,31,35","01,08",13,21,30,31,35,1,8,130,22,4,1,9,7,1,1,0,2,3,1,1
16140,2016-11-28,"12,16,23,29,34","04,11",12,16,23,29,34,4,11,114,22,2,3,15,7,1,1,1,2,2,1,1
16141,2016-11-30,"02,06,07,19,28","11,12",2,6,7,19,28,11,12,62,26,2,3,23,1,1,1,3,1,1,2,0
16142,2016-12-03,"01,06,17,23,26","06,12",1,6,17,23,26,6,12,73,25,3,2,18,6,0,2,2,2,1,1,1
16143,2016-12-05,"04,06,22,27,31","06,07",4,6,22,27,31,6,7,90,27,2,3,13,1,1,1,2,1,2,1,1
16144,2016-12-07,"04,05,13,22,31","05,10",4,5,13,22,31,5,10,75,27,3,2,15,5,1,1,2,2,1,1,1
16145,2016-12-10,"01,09,11,17,28","03,08",1,9,11,17,28,3,8,66,27,4,1,11,5,1,1,3,1,1,1,1
16146,2016-12-12,"21,22,25,29,34","01,11",21,22,25,29,34,1,11,131,13,3,2,12,10,2,0,0,2,3,1,1
16147,2016-12-14,"07,19,20,28,30","04,12",7,19,20,28,30,4,12,104,23,2,3,16,8,0,2,1,2,2,1,1
16148,2016-12-17,"05,14,15,23,25","06,08",5,14,15,23,25,6,8,82,20,4,1,14,2,0,2,1,3,1,1,1
16149,2016-12-19,"01,02,03,12,33","04,09",1,2,3,12,33,4,9,51,32,3,2,13,5,1,1,4,0,1,1,1
16150,2016-12-21,"01,10,18,24,29","07,10",1,10,18,24,29,7,10,82,28,2,3,17,3,1,1,2,2,1,2,0
16151,2016-12-24,"04,07,11,14,21","05,12",4,7,11,14,21,5,12,57,17,3,2,17,7,1,1,3,2,0,1,1
16152,2016-12-26,"08,17,22,24,30","05,11",8,17,22,24,30,5,11,101,22,1,4,16,6,2,0,1,3,1,1,1
16153,2016-12-28,"13,18,25,29,35","03,11",13,18,25,29,35,3,11,120,22,4,1,14,8,2,0,0,2,3,1,1
16154,2016-12-31,"06,16,17,21,29","04,06",6,16,17,21,29,4,6,89,23,3,2,10,2,0,2,1,3,1,0,2
17001,2017-01-02,"07,09,20,31,33","08,10",7,9,20,31,33,8,10,100,26,4,1,18,2,0,2,2,1,2,2,0
17002,2017-01-04,"07,12,14,31,34","09,11",7,12,14,31,34,9,11,98,27,2,3,20,2,2,0,2,1,2,2,0
17003,2017-01-07,"03,05,06,13,22","09,12",3,5,6,13,22,9,12,49,19,3,2,21,3,1,1,3,2,0,2,0
17004,2017-01-09,"05,08,11,28,31","06,07",5,8,11,28,31,6,7,83,26,3,2,13,1,1,1,3,0,2,1,1
17005,2017-01-11,"05,09,20,26,35","02,11",5,9,20,26,35,2,11,95,30,3,2,13,9,1,1,2,1,2,1,1
17006,2017-01-14,"04,06,23,32,33","05,06",4,6,23,32,33,5,6,98,29,2,3,11,1,1,1,2,1,2,0,2
17007,2017-01-16,"08,11,17,25,27","02,04",8,11,17,25,27,2,4,88,19,4,1,6,2,0,2,2,1,2,0,2
17008,2017-01-18,"03,04,09,25,32","02,04",3,4,9,25,32,2,4,73,29,3,2,6,2,0,2,3,0,2,0,2
17009,2017-01-21,"05,06,08,12,22","03,04",5,6,8,12,22,3,4,53,17,1,4,7,1,1,1,4,1,0,0,2
17010,2017-01-23,"04,10,13,18,35","01,02",4,10,13,18,35,1,2,80,31,2,3,3,1,1,1,2,2,1,0,2
17011,2017-01-25,"05,15,21,29,34","06,09",5,15,21,29,34,6,9,104,29,4,1,15,3,1,1,1,2,2,1,1
17012,2017-02-04,"04,05,24,26,35","07,12",4,5,24,26,35,7,12,94,31,2,3,19,5,1,1,2,1,2,2,0
17013,2017-02-06,"05,12,17,30,34","11,12",5,12,17,30,34,11,12,98,29,2,3,23,1,1,1,2,1,2,2,0
17014,2017-02-08,"04,08,15,24,25","02,05",4,8,15,24,25,2,5,76,21,2,3,7,3,1,1,2,2,1,0,2
17015,2017-02-11,"01,07,19,27,34","01,02",1,7,19,27,34,1,2,88,33,4,1,3,1,1,1,2,1,2,0,2
17016,2017-02-13,"03,13,28,30,33","09,10",3,13,28,30,33,9,10,107,30,3,2,19,1,1,1,1,1,3,2,0
17017,2017-02-15,"04,19,24,26,29","04,06",4,19,24,26,29,4,6,102,25,2,3,10,2,0,2,1,2,2,0,2
17018,2017-02-18,"06,07,10,17,23","01,09",6,7,10,17,23,1,9,63,17,3,2,10,8,2,0,3,2,0,1,1
17019,2017-02-20,"02,06,14,23,25","02,10",2,6,14,23,25,2,10,70,23,2,3,12,8,0,2,2,2,1,1,1
17020,2017-02-22,"16,21,24,27,28","04,07",16,21,24,27,28,4,7,116,12,2,3,11,3,1,1,0,3,2,1,1
17021,2017-02-25,"01,15,17,20,26","06,08",1,15,17,20,26,6,8,79,25,3,2,14,2,0,2,1,3,1,1,1
17022,2017-02-27,"02,03,09,17,24","06,12",2,3,9,17,24,6,12,55,22,3,2,18,6,0,2,3,2,0,1,1
17023,2017-03-01,"05,08,12,24,34","07,10",5,8,12,24,34,7,10,83,29,1,4,17,3,1,1,3,1,1,2,0
17024,2017-03-04,"21,23,29,32,35","11,12",21,23,29,32,35,11,12,140,14,4,1,23,1,1,1,0,2,3,2,0
17025,2017-03-06,"10,16,19,20,34","04,05",10,16,19,20,34,4,5,99,24,1,4,9,1,1,1,1,3,1,0,2
17026,2017-03-08,"10,14,19,25,32","02,07",10,14,19,25,32,2,7,100,22,2,3,9,5,1,1,1,2,2,1,1
17027,2017-03-11,"08,17,25,33,34","03,11",8,17,25,33,34,3,11,117,26,3,2,14,8,2,0,1,1,3,1,1
17028,2017-03-13,"06,18,22,23,33","09,11",6,18,22,23,33,9,11,102,27,2,3,20,2,2,0,1,3,1,2,0
17029,2017-03-15,"01,06,14,17,29","01,11",1,6,14,17,29,1,11,67,28,3,2,12,10,2,0,2,2,1,1,1
17030,2017-03-18,"21,22,24,29,34","05,06",21,22,24,29,34,5,6,130,13,2,3,11,1,1,1,0,3,2,0,2
17031,2017-03-20,"02,16,17,30,32","02,09",2,16,17,30,32,2,9,97,30,1,4,11,7,1,1,1,2,2,1,1
17032,2017-03-22,"02,13,14,18,29","03,09",2,13,14,18,29,3,9,76,27,2,3,12,6,2,0,1,3,1,1,1
17033,2017-03-25,"15,22,23,25,34","05,11",15,22,23,25,34,5,11,119,19,3,2,16,6,2,0,0,3,2,1,1
17034,2017-03-27,"06,12,21,26,29","02,11",6,12,21,26,29,2,11,94,23,2,3,13,9,1,1,2,1,2,1,1
17035,2017-03-29,"14,17,22,30,33","07,12",14,17,22,30,33,7,12,116,19,2,3,19,5,1,1,0,3,2,2,0
17036,2017-04-01,"01,04,09,18,33","02,05",1,4,9,18,33,2,5,65,32,3,2,7,3,1,1,3,1,1,0,2
17037,2017-04-03,"13,15,16,32,34","06,11",13,15,16,32,34,6,11,110,21,2,3,17,5,1,1,0,3,2,1,1
17038,2017-04-05,"04,05,13,18,27","03,09",4,5,13,18,27,3,9,67,23,3,2,12,6,2,0,2,2,1,1,1
17039,2017-04-08,"05,06,14,17,26","03,08",5,6,14,17,26,3,8,68,21,2,3,11,5,1,1,2,2,1,1,1
17040,2017-04-10,"04,06,10,23,29","09,11",4,6,10,23,29,9,11,72,25,2,3,20,2,2,0,3,1,1,2,0
17041,2017-04-12,"02,04,06,25,31","05,09",2,4,6,25,31,5,9,68,29,2,3,14,4,2,0,3,0,2,1,1
17042,2017-04-15,"02,17,31,33,34","01,07",2,17,31,33,34,1,7,117,32,3,2,8,6,2,0,1,1,3,1,1
17043,2017-04-17,"06,13,22,25,35","09,12",6,13,22,25,35,9,12,101,29,3,2,21,3,1,1,1,2,2,2,0
17044,2017-04-19,"11,16,17,18,25","02,09",11,16,17,18,25,2,9,87,14,3,2,11,7,1,1,1,3,1,1,1
17045,2017-04-22,"01,08,11,21,35","09,12",1,8,11,21,35,9,12,76,34,4,1,21,3,1,1,3,1,1,2,0
17046,2017-04-24,"04,17,20,23,30","02,03",4,17,20,23,30,2,3,94,26,2,3,5,1,1,1,1,3,1,0,2
17047,2017-04-26,"15,19,32,33,34","09,12",15,19,32,33,34,9,12,133,19,3,2,21,3,1,1,0,2,3,2,0
17048,2017-04-29,"07,09,13,15,19","03,10",7,9,13,15,19,3,10,63,12,5,0,13,7,1,1,2,3,0,1,1
17049,2017-05-01,"09,12,14,22,31","05,08",9,12,14,22,31,5,8,88,22,2,3,13,3,1,1,2,2,1,1,1
17050,2017-05-03,"12,14,17,20,28","02,06",12,14,17,20,28,2,6,91,16,1,4,8,4,0,2,1,3,1,0,2
17051,2017-05-06,"14,17,18,22,29","10,11",14,17,18,22,29,10,11,100,15,2,3,21,1,1,1,0,4,1,2,0
17052,2017-05-08,"03,19,24,28,33","04,12",3,19,24,28,33,4,12,107,30,3,2,16,8,0,2,1,2,2,1,1
17053,2017-05-10,"06,19,20,22,26","01,11",6,19,20,22,26,1,11,93,20,1,4,12,10,2,0,1,3,1,1,1
17054,2017-05-13,"16,29,30,32,33","04,05",16,29,30,32,33,4,5,140,17,2,3,9,1,1,1,0,1,4,0,2
17055,2017-05-15,"19,20,22,30,33","03,09",19,20,22,30,33,3,9,124,14,2,3,12,6,2,0,0,3,2,1,1
17056,2017-05-17,"01,04,24,27,32","03,10",1,4,24,27,32,3,10,88,31,2,3,13,7,1,1,2,1,2,1,1
17057,2017-05-20,"12,16,19,23,24","02,05",12,16,19,23,24,2,5,94,12,2,3,7,3,1,1,1,4,0,0,2
17058,2017-05-22,"14,18,20,21,28","03,06",14,18,20,21,28,3,6,101,14,1,4,9,3,1,1,0,4,1,0,2
17059,2017-05-24,"08,11,13,15,17","03,10",8,11,13,15,17,3,10,64,9,4,1,13,7,1,1,2,3,0,1,1
17060,2017-05-27,"09,15,20,26,31","05,12",9,15,20,26,31,5,12,101,22,3,2,17,7,1,1,1,2,2,1,1
17061,2017-05-29,"10,19,23,25,30","02,04",10,19,23,25,30,2,4,107,20,3,2,6,2,0,2,1,2,2,0,2
17062,2017-05-31,"01,04,06,08,28","08,12",1,4,6,8,28,8,12,47,27,1,4,20,4,0,2,4,0,1,2,0
17063,2017-06-03,"18,21,22,24,29","05,11",18,21,22,24,29,5,11,114,11,2,3,16,6,2,0,0,4,1,1,1
17064,2017-06-05,"01,08,20,27,30","03,04",1,8,20,27,30,3,4,86,29,2,3,7,1,1,1,2,1,2,0,2
17065,2017-06-07,"05,11,12,19,28","05,12",5,11,12,19,28,5,12,75,23,3,2,17,7,1,1,3,1,1,1,1
17066,2017-06-10,"11,15,23,26,30","02,11",11,15,23,26,30,2,11,105,19,3,2,13,9,1,1,1,2,2,1,1
17067,2017-06-12,"10,17,18,32,35","10,11",10,17,18,32,35,10,11,112,25,2,3,21,1,1,1,1,2,2,2,0
17068,2017-06-14,"07,08,19,24,27","06,07",7,8,19,24,27,6,7,85,20,3,2,13,1,1,1,2,2,1,1,1
17069,2017-06-17,"10,16,20,23,32","08,11",10,16,20,23,32,8,11,101,22,1,4,19,3,1,1,1,3,1,2,0
17070,2017-06-19,"06,16,18,26,30","02,03",6,16,18,26,30,2,3,96,24,0,5,5,1,1,1,1,2,2,0,2
17071,2017-06-21,"01,04,11,14,33","05,07",1,4,11,14,33,5,7,63,32,3,2,12,2,2,0,3,1,1,1,1
17072,2017-06-24,"01,03,29,32,34","02,05",1,3,29,32,34,2,5,99,33,3,2,7,3,1,1,2,0,3,0,2
17073,2017-06-26,"07,18,28,31,33","01,02",7,18,28,31,33,1,2,117,26,3,2,3,1,1,1,1,1,3,0,2
17074,2017-06-28,"08,10,11,13,17","08,11",8,10,11,13,17,8,11,59,9,3,2,19,3,1,1,3,2,0,2,0
17075,2017-07-01,"05,11,16,18,35","01,06",5,11,16,18,35,1,6,85,30,3,2,7,5,1,1,2,2,1,0,2
17076,2017-07-03,"02,07,25,30,35","07,12",2,7,25,30,35,7,12,99,33,3,2,19,5,1,1,2,0,3,2,0
17077,2017-07-05,"01,03,04,25,31","06,09",1,3,4,25,31,6,9,64,30,4,1,15,3,1,1,3,0,2,1,1
17078,2017-07-08,"04,05,27,31,34","03,06",4,5,27,31,34,3,6,101,30,3,2,9,3,1,1,2,0,3,0,2
17079,2017-07-10,"01,17,19,32,33","02,11",1,17,19,32,33,2,11,102,32,4,1,13,9,1,1,1,2,2,1,1
17080,2017-07-12,"08,10,21,30,31","02,05",8,10,21,30,31,2,5,100,23,2,3,7,3,1,1,2,1,2,0,2
17081,2017-07-15,"02,12,15,20,34","01,06",2,12,15,20,34,1,6,83,32,1,4,7,5,1,1,2,2,1,0,2
17082,2017-07-17,"05,13,20,21,25","08,09",5,13,20,21,25,8,9,84,20,4,1,17,1,1,1,1,3,1,2,0
17083,2017-07-19,"02,05,14,22,34","03,09",2,5,14,22,34,3,9,77,32,1,4,12,6,2,0,2,2,1,1,1
17084,2017-07-22,"06,11,14,21,31","09,12",6,11,14,21,31,9,12,83,25,3,2,21,3,1,1,2,2,1,2,0
17085,2017-07-24,"09,13,14,25,30","02,05",9,13,14,25,30,2,5,91,21,3,2,7,3,1,1,1,2,2,0,2
17086,2017-07-26,"12,15,18,22,31","01,08",12,15,18,22,31,1,8,98,19,2,3,9,7,1,1,1,3,1,1,1
17087,2017-07-29,"03,14,21,29,35","02,06",3,14,21,29,35,2,6,102,32,4,1,8,4,0,2,1,2,2,0,2
17088,2017-07-31,"05,28,31,34,35","08,09",5,28,31,34,35,8,9,133,30,3,2,17,1,1,1,1,0,4,2,0
17089,2017-08-02,"03,05,06,15,18","03,10",3,5,6,15,18,3,10,47,15,3,2,13,7,1,1,3,2,0,1,1
